wave_A  EA1_lo_cm2  EA1_hi_cm2
51.264000  4.11583389e-01  5.23813825e-01
51.296000  4.11062216e-01  5.23177103e-01
51.328000  4.10541811e-01  5.22541296e-01
51.360000  4.10022173e-01  5.21906401e-01
51.392000  4.09503300e-01  5.21272416e-01
51.424000  4.08985190e-01  5.20491026e-01
51.456000  4.08467842e-01  5.19243387e-01
51.488000  4.07951254e-01  5.18410135e-01
51.520000  4.07435425e-01  5.17736825e-01
51.552000  4.06920353e-01  5.17064516e-01
51.584000  4.06406036e-01  5.16393209e-01
51.616000  4.05892472e-01  5.15722899e-01
51.648000  4.05379661e-01  5.15053586e-01
51.680000  4.04866434e-01  5.14383785e-01
51.712000  4.04353253e-01  5.13714083e-01
51.744000  4.03840823e-01  5.13045377e-01
51.776000  4.03329144e-01  5.12377665e-01
51.808000  4.02818214e-01  5.11710945e-01
51.840000  4.02308031e-01  5.11045215e-01
51.872000  4.01798594e-01  5.10380472e-01
51.904000  4.01289901e-01  5.09716715e-01
51.936000  4.00781951e-01  5.09053941e-01
51.968000  4.00274741e-01  5.08392149e-01
52.000000  3.99768271e-01  5.07731336e-01
52.032000  3.99260171e-01  5.07068494e-01
52.064000  3.98752812e-01  5.06406633e-01
52.096000  3.98246105e-01  5.05722237e-01
52.128000  3.97738677e-01  5.04686389e-01
52.160000  3.97231989e-01  5.03652406e-01
52.192000  3.96726038e-01  5.04998658e-01
52.224000  3.96220824e-01  5.05598163e-01
52.256000  3.94491499e-01  5.05497583e-01
52.288000  3.90517849e-01  5.05164236e-01
52.320000  3.90108435e-01  5.04831089e-01
52.352000  3.89699532e-01  5.04498141e-01
52.384000  3.89291140e-01  5.04165391e-01
52.416000  3.88883258e-01  5.03832839e-01
52.448000  3.88475885e-01  5.03500485e-01
52.480000  3.88069020e-01  5.03168329e-01
52.512000  3.87662661e-01  5.02836369e-01
52.544000  3.87256453e-01  5.02504146e-01
52.576000  3.86849745e-01  5.02170814e-01
52.608000  3.86443542e-01  5.01837679e-01
52.640000  3.86037844e-01  5.01504741e-01
52.672000  3.85632650e-01  5.01171999e-01
52.704000  3.85227958e-01  5.00839453e-01
52.736000  3.84823768e-01  5.00507102e-01
52.768000  3.84420078e-01  5.00174947e-01
52.800000  3.84016887e-01  4.99842986e-01
52.832000  3.83614195e-01  4.99511219e-01
52.864000  3.83212000e-01  4.99179646e-01
52.896000  3.82810301e-01  4.98848266e-01
52.928000  3.82409098e-01  4.98517078e-01
52.960000  3.82008388e-01  4.98186083e-01
52.992000  3.81607867e-01  4.97854883e-01
53.024000  3.81534329e-01  4.97536231e-01
53.056000  3.81887006e-01  4.97222326e-01
53.088000  3.82238436e-01  4.96908600e-01
53.120000  3.84379360e-01  4.96595054e-01
53.152000  3.83386592e-01  4.96281687e-01
53.184000  3.82776506e-01  4.95968498e-01
53.216000  3.82309434e-01  4.95655488e-01
53.248000  3.81843016e-01  4.95342655e-01
53.280000  3.81377252e-01  4.95029999e-01
53.312000  3.80912141e-01  4.94717520e-01
53.344000  3.80447681e-01  4.94405217e-01
53.376000  3.79983871e-01  4.94093091e-01
53.408000  3.79520710e-01  4.93781139e-01
53.440000  3.79058195e-01  4.93469363e-01
53.472000  3.78595193e-01  4.93156285e-01
53.504000  3.78132783e-01  4.92843311e-01
53.536000  3.77671018e-01  4.92530512e-01
53.568000  3.77209897e-01  4.92217888e-01
53.600000  3.76749419e-01  4.91905438e-01
53.632000  3.76289581e-01  4.91593161e-01
53.664000  3.75830384e-01  4.91281058e-01
53.696000  3.75371826e-01  4.90969128e-01
53.728000  3.74913904e-01  4.90657369e-01
53.760000  3.74456619e-01  4.90345783e-01
53.792000  3.73999968e-01  4.90034369e-01
53.824000  3.73543950e-01  4.89723125e-01
53.856000  3.73088565e-01  4.89412053e-01
53.888000  3.72633810e-01  4.89101150e-01
53.920000  3.72179226e-01  4.88789815e-01
53.952000  3.71724668e-01  4.88477860e-01
53.984000  3.71270741e-01  4.88297988e-01
54.016000  3.70827272e-01  4.88385994e-01
54.048000  3.70394235e-01  4.88486248e-01
54.080000  3.69961786e-01  4.88585807e-01
54.112000  3.69529924e-01  4.88684674e-01
54.144000  3.69098649e-01  4.88782849e-01
54.176000  3.68667959e-01  4.88880334e-01
54.208000  3.68237853e-01  4.88977129e-01
54.240000  3.67808329e-01  4.89073237e-01
54.272000  3.67379387e-01  4.89168658e-01
54.304000  3.66951025e-01  4.89263394e-01
54.336000  3.66523242e-01  4.89357446e-01
54.368000  3.66096036e-01  4.89450814e-01
54.400000  3.65668662e-01  4.89542503e-01
54.432000  3.65241472e-01  4.90477207e-01
54.464000  3.64814859e-01  4.91873018e-01
54.496000  3.64388821e-01  4.91164998e-01
54.528000  3.63963356e-01  4.90458043e-01
54.560000  3.63538463e-01  4.89752151e-01
54.592000  3.63114142e-01  4.89047319e-01
54.624000  3.62690391e-01  4.88343547e-01
54.656000  3.62267209e-01  4.87640831e-01
54.688000  3.61844595e-01  4.86939169e-01
54.720000  3.61422547e-01  4.86238560e-01
54.752000  3.61001065e-01  4.85539001e-01
54.784000  3.60580146e-01  4.84840490e-01
54.816000  3.60159791e-01  4.84143024e-01
54.848000  3.59739998e-01  4.83446603e-01
54.880000  3.59316034e-01  4.82744866e-01
54.912000  3.58889695e-01  4.82040231e-01
54.944000  3.58463919e-01  4.81336646e-01
54.976000  3.58038707e-01  4.80634110e-01
55.008000  3.57617408e-01  4.79937118e-01
55.040000  3.57206707e-01  4.79254635e-01
55.072000  3.56796540e-01  4.78573150e-01
55.104000  3.56386906e-01  4.77892662e-01
55.136000  3.55977804e-01  4.77213168e-01
55.168000  3.55569232e-01  4.76534666e-01
55.200000  3.55161190e-01  4.75857155e-01
55.232000  3.54763084e-01  4.75180631e-01
55.264000  3.54368021e-01  4.74505093e-01
55.296000  3.53973457e-01  4.73830540e-01
55.328000  3.53579393e-01  4.73156969e-01
55.360000  3.53182514e-01  4.72479946e-01
55.392000  3.52778754e-01  4.71794036e-01
55.424000  3.52375493e-01  4.71109115e-01
55.456000  3.51972731e-01  4.70425182e-01
55.488000  3.51570465e-01  4.69742235e-01
55.520000  3.51168696e-01  4.69060271e-01
55.552000  3.50767422e-01  4.68379289e-01
55.584000  3.50366642e-01  4.67699286e-01
55.616000  3.49966355e-01  4.67020261e-01
55.648000  3.49566560e-01  4.66342211e-01
55.680000  3.49167256e-01  4.65665135e-01
55.712000  3.48768441e-01  4.64989030e-01
55.744000  3.48370115e-01  4.64313895e-01
55.776000  3.47972277e-01  4.63639727e-01
55.808000  3.47574925e-01  4.62966524e-01
55.840000  3.47178058e-01  4.62294285e-01
55.872000  3.46778256e-01  4.61618456e-01
55.904000  3.46377656e-01  4.60941883e-01
55.936000  3.45977541e-01  4.60266275e-01
55.968000  3.45577910e-01  4.59591631e-01
56.000000  3.45178762e-01  4.58917948e-01
56.032000  3.44791986e-01  4.58261026e-01
56.064000  3.45036735e-01  4.57605023e-01
56.096000  3.45534924e-01  4.56949934e-01
56.128000  3.45398641e-01  4.56295759e-01
56.160000  3.45058466e-01  4.55642496e-01
56.192000  3.44718646e-01  4.54990142e-01
56.224000  3.44379179e-01  4.54338697e-01
56.256000  3.44040064e-01  4.53688157e-01
56.288000  3.43701301e-01  4.53071937e-01
56.320000  3.43362888e-01  4.52472164e-01
56.352000  3.43024825e-01  4.51873186e-01
56.384000  3.42684187e-01  4.51271149e-01
56.416000  3.42343424e-01  4.50669285e-01
56.448000  3.42003010e-01  4.50068214e-01
56.480000  3.41662943e-01  4.49467935e-01
56.512000  3.41323221e-01  4.48868445e-01
56.544000  3.40983845e-01  4.48269744e-01
56.576000  3.40644814e-01  4.47671829e-01
56.608000  3.40306126e-01  4.47074699e-01
56.640000  3.39967781e-01  4.46478352e-01
56.672000  3.39629777e-01  4.45882786e-01
56.704000  3.39292115e-01  4.45288001e-01
56.736000  3.38954793e-01  4.44693993e-01
56.768000  3.38617810e-01  4.44100762e-01
56.800000  3.38281166e-01  4.43508306e-01
56.832000  3.37944860e-01  4.42916622e-01
56.864000  3.37608890e-01  4.42325711e-01
56.896000  3.37272539e-01  4.41734629e-01
56.928000  3.36936223e-01  4.41143924e-01
56.960000  3.36600244e-01  4.40553989e-01
56.992000  3.36264600e-01  4.39964822e-01
57.024000  3.35931122e-01  4.39528274e-01
57.056000  3.35598585e-01  4.39616537e-01
57.088000  3.35266377e-01  4.39704095e-01
57.120000  3.34934497e-01  4.39394093e-01
57.152000  3.34602945e-01  4.38960774e-01
57.184000  3.34271719e-01  4.38527880e-01
57.216000  3.33940820e-01  4.38095412e-01
57.248000  3.33610245e-01  4.37663367e-01
57.280000  3.33279995e-01  4.37231745e-01
57.312000  3.32950067e-01  4.36800545e-01
57.344000  3.32620463e-01  4.36369766e-01
57.376000  3.32291180e-01  4.35939406e-01
57.408000  3.31962101e-01  4.35509312e-01
57.440000  3.31632987e-01  4.35079170e-01
57.472000  3.31304195e-01  4.34649446e-01
57.504000  3.30975723e-01  4.34220141e-01
57.536000  3.30647571e-01  4.33791253e-01
57.568000  3.30319737e-01  4.33362780e-01
57.600000  3.29992222e-01  4.32934723e-01
57.632000  3.29665024e-01  4.32507079e-01
57.664000  3.29338142e-01  4.32079848e-01
57.696000  3.29011576e-01  4.31653028e-01
57.728000  3.28685325e-01  4.31226620e-01
57.760000  3.28359388e-01  4.30800620e-01
57.792000  3.28033764e-01  4.30375030e-01
57.824000  3.27708452e-01  4.29949846e-01
57.856000  3.27383452e-01  4.29525069e-01
57.888000  3.27058763e-01  4.29100698e-01
57.920000  3.26734384e-01  4.28676730e-01
57.952000  3.26410040e-01  4.28252807e-01
57.984000  3.26085712e-01  4.27828903e-01
58.016000  3.25761008e-01  4.27404501e-01
58.048000  3.25435928e-01  4.26979605e-01
58.080000  3.25111158e-01  4.26555112e-01
58.112000  3.24786697e-01  4.26131023e-01
58.144000  3.24462544e-01  4.25707335e-01
58.176000  3.24138698e-01  4.25284049e-01
58.208000  3.23815160e-01  4.24861163e-01
58.240000  3.23511204e-01  4.24438675e-01
58.272000  3.23238352e-01  4.24016585e-01
58.304000  3.22965693e-01  4.23594892e-01
58.336000  3.22693227e-01  4.23173595e-01
58.368000  3.22420954e-01  4.22752693e-01
58.400000  3.22148871e-01  4.22332184e-01
58.432000  3.21876980e-01  4.21912068e-01
58.464000  3.21605280e-01  4.21492343e-01
58.496000  3.21333595e-01  4.21072782e-01
58.528000  3.21061843e-01  4.20653275e-01
58.560000  3.20790282e-01  4.20234159e-01
58.592000  3.20518910e-01  4.19815432e-01
58.624000  3.20247728e-01  4.19397095e-01
58.656000  3.19976734e-01  4.18979146e-01
58.688000  3.19705928e-01  4.18561584e-01
58.720000  3.19435309e-01  4.18144408e-01
58.752000  3.19164877e-01  4.17727617e-01
58.784000  3.18894631e-01  4.17311209e-01
58.816000  3.18624570e-01  4.16895185e-01
58.848000  3.18354695e-01  4.16479543e-01
58.880000  3.18085003e-01  4.16064281e-01
58.912000  3.17815495e-01  4.15649399e-01
58.944000  3.17546171e-01  4.15234896e-01
58.976000  3.17277028e-01  4.14820771e-01
59.008000  3.17007815e-01  4.14417694e-01
59.040000  3.16738026e-01  4.14061601e-01
59.072000  3.16467920e-01  4.13705105e-01
59.104000  3.16721951e-01  4.13348857e-01
59.136000  3.17202653e-01  4.12992858e-01
59.168000  3.16946635e-01  4.12637107e-01
59.200000  3.16594748e-01  4.12281603e-01
59.232000  3.16243224e-01  4.11926346e-01
59.264000  3.15892063e-01  4.11571335e-01
59.296000  3.15541263e-01  4.11216569e-01
59.328000  3.15190823e-01  4.10862047e-01
59.360000  3.14840743e-01  4.10507769e-01
59.392000  3.14491022e-01  4.10153733e-01
59.424000  3.14141659e-01  4.09799939e-01
59.456000  3.13792653e-01  4.09446386e-01
59.488000  3.13444002e-01  4.09093073e-01
59.520000  3.13095707e-01  4.08739999e-01
59.552000  3.12747767e-01  4.08387164e-01
59.584000  3.12400179e-01  4.08034566e-01
59.616000  3.12052951e-01  4.07682215e-01
59.648000  3.11706096e-01  4.07330126e-01
59.680000  3.11359593e-01  4.06978276e-01
59.712000  3.11013443e-01  4.06626662e-01
59.744000  3.10667644e-01  4.06275286e-01
59.776000  3.10322195e-01  4.06358073e-01
59.808000  3.09977096e-01  4.07315213e-01
59.840000  3.09632345e-01  4.07762497e-01
59.872000  3.09287942e-01  4.07375012e-01
59.904000  3.08943886e-01  4.06987837e-01
59.936000  3.08600176e-01  4.06600973e-01
59.968000  3.08256811e-01  4.06214417e-01
60.000000  3.07913791e-01  4.05828170e-01
60.032000  3.07569374e-01  4.05439937e-01
60.064000  3.07225303e-01  4.05052014e-01
60.096000  3.06881577e-01  4.04664399e-01
60.128000  3.06538196e-01  4.04277093e-01
60.160000  3.06195157e-01  4.03890094e-01
60.192000  3.05852419e-01  4.03503345e-01
60.224000  3.05509819e-01  4.03116634e-01
60.256000  3.05167563e-01  4.02730231e-01
60.288000  3.04825649e-01  4.02344134e-01
60.320000  3.04484076e-01  4.01958342e-01
60.352000  3.04142843e-01  4.01572855e-01
60.384000  3.03801950e-01  4.01187672e-01
60.416000  3.03461395e-01  4.00802791e-01
60.448000  3.03121179e-01  4.00418212e-01
60.480000  3.02781299e-01  4.00033934e-01
60.512000  3.02441756e-01  3.99649956e-01
60.544000  3.02102548e-01  3.99266277e-01
60.576000  3.01763674e-01  3.98882896e-01
60.608000  3.01425134e-01  3.98499813e-01
60.640000  3.01086926e-01  3.98117025e-01
60.672000  3.00749051e-01  3.97734534e-01
60.704000  3.00411507e-01  3.97352337e-01
60.736000  3.00074293e-01  3.96970433e-01
60.768000  2.99737408e-01  3.96588822e-01
60.800000  2.99400840e-01  3.96207488e-01
60.832000  2.99064598e-01  3.95826442e-01
60.864000  2.98728685e-01  3.95445690e-01
60.896000  2.98393101e-01  3.95065229e-01
60.928000  2.98057844e-01  3.94685060e-01
60.960000  2.97722914e-01  3.94305181e-01
60.992000  2.97388309e-01  3.93925591e-01
61.024000  2.97054810e-01  3.93547323e-01
61.056000  2.96721892e-01  3.93169686e-01
61.088000  2.96389296e-01  3.92792332e-01
61.120000  2.96057021e-01  3.92415263e-01
61.152000  2.95725065e-01  3.92038476e-01
61.184000  2.95393428e-01  3.91661972e-01
61.216000  2.95062109e-01  3.91285748e-01
61.248000  2.94731108e-01  3.90909805e-01
61.280000  2.94400423e-01  3.90534141e-01
61.312000  2.94070053e-01  3.90158755e-01
61.344000  2.93746492e-01  3.89783647e-01
61.376000  2.93435112e-01  3.89408815e-01
61.408000  2.93124897e-01  3.89035446e-01
61.440000  2.92815027e-01  3.88662447e-01
61.472000  2.92505429e-01  3.88289728e-01
61.504000  2.92196105e-01  3.87917286e-01
61.536000  2.91887052e-01  3.87545121e-01
61.568000  2.91578271e-01  3.87173232e-01
61.600000  2.91269761e-01  3.86801618e-01
61.632000  2.90961520e-01  3.86430279e-01
61.664000  2.90653548e-01  3.86059212e-01
61.696000  2.90345845e-01  3.85688419e-01
61.728000  2.90038409e-01  3.85317897e-01
61.760000  2.89731240e-01  3.84960816e-01
61.792000  2.89424337e-01  3.84665999e-01
61.824000  2.89117700e-01  3.84371283e-01
61.856000  2.88811327e-01  3.84076668e-01
61.888000  2.88505218e-01  3.83782153e-01
61.920000  2.88199372e-01  3.83487738e-01
61.952000  2.87893789e-01  3.83193422e-01
61.984000  2.87588467e-01  3.82899205e-01
