wave_A  modfactor_lo  modfactor_hi
58.048000  0.95402400  0.92058560
58.080000  0.95404000  0.92057600
58.112000  0.95405600  0.92056640
58.144000  0.95407200  0.92055680
58.176000  0.95408800  0.92054720
58.208000  0.95410400  0.92053760
58.240000  0.95412000  0.92052800
58.272000  0.95413600  0.92051840
58.304000  0.95415200  0.92050880
58.336000  0.95416800  0.92049920
58.368000  0.95418400  0.92048960
58.400000  0.95420000  0.92048000
58.432000  0.95421600  0.92047040
58.464000  0.95423200  0.92046080
58.496000  0.95424800  0.92045120
58.528000  0.95426400  0.92044160
58.560000  0.95428000  0.92043200
58.592000  0.95429600  0.92042240
58.624000  0.95431200  0.92041280
58.656000  0.95432800  0.92040320
58.688000  0.95434400  0.92039360
58.720000  0.95436000  0.92038400
58.752000  0.95437600  0.92037440
58.784000  0.95439200  0.92036480
58.816000  0.95440800  0.92035520
58.848000  0.95442400  0.92034560
58.880000  0.95444000  0.92033600
58.912000  0.95445600  0.92032640
58.944000  0.95447200  0.92031680
58.976000  0.95448800  0.92030720
59.008000  0.95450400  0.92029760
59.040000  0.95452000  0.92028800
59.072000  0.95453600  0.92027840
59.104000  0.95455200  0.92026880
59.136000  0.95456800  0.92025920
59.168000  0.95458400  0.92024960
59.200000  0.95460000  0.92024000
59.232000  0.95461600  0.92023040
59.264000  0.95463200  0.92022080
59.296000  0.95464800  0.92021120
59.328000  0.95466400  0.92020160
59.360000  0.95468000  0.92019200
59.392000  0.95469600  0.92018240
59.424000  0.95471200  0.92017280
59.456000  0.95472800  0.92016320
59.488000  0.95474400  0.92015360
59.520000  0.95476000  0.92014400
59.552000  0.95477600  0.92013440
59.584000  0.95479200  0.92012480
59.616000  0.95480800  0.92011520
59.648000  0.95482400  0.92010560
59.680000  0.95484000  0.92009600
59.712000  0.95485600  0.92008640
59.744000  0.95487200  0.92007680
59.776000  0.95488800  0.92006720
59.808000  0.95490400  0.92005760
59.840000  0.95492000  0.92004800
59.872000  0.95493600  0.92003840
59.904000  0.95495200  0.92002880
59.936000  0.95496800  0.92001920
59.968000  0.95498400  0.92000960
60.000000  0.95500000  0.92000000
60.032000  0.95501600  0.91999040
60.064000  0.95503200  0.91998080
60.096000  0.95504800  0.91997120
60.128000  0.95506400  0.91996160
60.160000  0.95508000  0.91995200
60.192000  0.95509600  0.91994240
60.224000  0.95511200  0.91993280
60.256000  0.95512800  0.91992320
60.288000  0.95514400  0.91991360
60.320000  0.95516000  0.91990400
60.352000  0.95517600  0.91989440
60.384000  0.95519200  0.91988480
60.416000  0.95520800  0.91987520
60.448000  0.95522400  0.91986560
60.480000  0.95524000  0.91985600
60.512000  0.95525600  0.91984640
60.544000  0.95527200  0.91983680
60.576000  0.95528800  0.91982720
60.608000  0.95530400  0.91981760
60.640000  0.95532000  0.91980800
60.672000  0.95533600  0.91979840
60.704000  0.95535200  0.91978880
60.736000  0.95536800  0.91977920
60.768000  0.95538400  0.91976960
60.800000  0.95540000  0.91976000
60.832000  0.95541600  0.91975040
60.864000  0.95543200  0.91974080
60.896000  0.95544800  0.91973120
60.928000  0.95546400  0.91972160
60.960000  0.95548000  0.91971200
60.992000  0.95549600  0.91970240
61.024000  0.95551200  0.91969280
61.056000  0.95552800  0.91968320
61.088000  0.95554400  0.91967360
61.120000  0.95556000  0.91966400
61.152000  0.95557600  0.91965440
61.184000  0.95559200  0.91964480
61.216000  0.95560800  0.91963520
61.248000  0.95562400  0.91962560
61.280000  0.95564000  0.91961600
61.312000  0.95565600  0.91960640
61.344000  0.95567200  0.91959680
61.376000  0.95568800  0.91958720
61.408000  0.95570400  0.91957760
61.440000  0.95572000  0.91956800
61.472000  0.95573600  0.91955840
61.504000  0.95575200  0.91954880
61.536000  0.95576800  0.91953920
61.568000  0.95578400  0.91952960
61.600000  0.95580000  0.91952000
61.632000  0.95581600  0.91951040
61.664000  0.95583200  0.91950080
61.696000  0.95584800  0.91949120
61.728000  0.95586400  0.91948160
61.760000  0.95588000  0.91947200
61.792000  0.95589600  0.91946240
61.824000  0.95591200  0.91945280
61.856000  0.95592800  0.91944320
61.888000  0.95594400  0.91943360
61.920000  0.95596000  0.91942400
61.952000  0.95597600  0.91941440
61.984000  0.95599200  0.91940480
